12
224.047015	115.061975	175.000000	0.000000	0.000000
224.081474	79.345427	175.000000	0.000000	105.000000
224.657784	37.541279	175.000000	0.000000	225.000000
248.920130	114.532049	70.000000	0.000000	0.000000
249.067078	80.509405	70.000000	0.000000	105.000000
249.876730	40.640716	70.000000	0.000000	225.000000
283.138609	115.052134	0.000000	70.000000	0.000000
283.786080	80.338824	0.000000	70.000000	105.000000
284.244639	39.972771	0.000000	70.000000	225.000000
311.723585	116.114720	0.000000	175.000000	0.000000
311.930531	78.572675	0.000000	175.000000	105.000000
312.664912	34.710058	0.000000	175.000000	225.000000
