12
62.109322	169.621717	175.000000	0.000000	0.000000
61.000391	146.089781	175.000000	0.000000	105.000000
59.878663	119.546498	175.000000	0.000000	225.000000
76.892319	167.639336	70.000000	0.000000	0.000000
75.775655	145.503928	70.000000	0.000000	105.000000
74.829306	119.800633	70.000000	0.000000	225.000000
98.111803	166.450766	0.000000	70.000000	0.000000
97.121078	144.006990	0.000000	70.000000	105.000000
95.400548	118.790234	0.000000	70.000000	225.000000
114.939618	165.392595	0.000000	175.000000	0.000000
113.913022	142.956120	0.000000	175.000000	105.000000
112.853148	116.940909	0.000000	175.000000	225.000000
