12
62.197057	169.531228	175.000000	0.000000	0.000000
60.990116	146.103561	175.000000	0.000000	105.000000
59.389912	119.341481	175.000000	0.000000	225.000000
76.846787	167.831305	70.000000	0.000000	0.000000
75.888963	145.136427	70.000000	0.000000	105.000000
74.829309	119.800638	70.000000	0.000000	225.000000
98.234473	166.289487	0.000000	70.000000	0.000000
97.121077	144.006991	0.000000	70.000000	105.000000
95.400548	118.790234	0.000000	70.000000	225.000000
115.395322	165.623316	0.000000	175.000000	0.000000
114.089851	143.026696	0.000000	175.000000	105.000000
112.725557	116.860279	0.000000	175.000000	225.000000
