12
213.115320	139.998953	175.000000	0.000000	0.000000
211.021765	105.598380	175.000000	0.000000	105.000000
208.147276	64.944837	175.000000	0.000000	225.000000
236.206660	137.527230	70.000000	0.000000	0.000000
234.868797	104.926071	70.000000	0.000000	105.000000
231.843083	66.431649	70.000000	0.000000	225.000000
269.167588	136.012187	0.000000	70.000000	0.000000
267.189254	102.424214	0.000000	70.000000	105.000000
264.957224	63.583306	0.000000	70.000000	225.000000
296.974085	135.063804	0.000000	175.000000	0.000000
294.878409	99.201064	0.000000	175.000000	105.000000
291.826805	57.591302	0.000000	175.000000	225.000000
