12
38.305495	184.916486	175.000000	0.000000	0.000000
37.083562	161.114258	175.000000	0.000000	105.000000
37.223903	134.493092	175.000000	0.000000	225.000000
53.866004	183.063944	70.000000	0.000000	0.000000
53.840889	160.841847	70.000000	0.000000	105.000000
52.964772	135.879823	70.000000	0.000000	225.000000
76.074201	182.415612	0.000000	70.000000	0.000000
75.109707	160.138509	0.000000	70.000000	105.000000
75.064728	135.655835	0.000000	70.000000	225.000000
91.929113	182.236046	0.000000	175.000000	0.000000
91.848144	159.559590	0.000000	175.000000	105.000000
90.885562	133.725540	0.000000	175.000000	225.000000
