12
172.887587	140.295813	175.000000	0.000000	0.000000
171.080064	105.674348	175.000000	0.000000	105.000000
169.946788	65.408881	175.000000	0.000000	225.000000
197.831160	138.218506	70.000000	0.000000	0.000000
196.101080	105.559005	70.000000	0.000000	105.000000
194.041757	67.384839	70.000000	0.000000	225.000000
230.072112	137.030263	0.000000	70.000000	0.000000
228.144760	103.954116	0.000000	70.000000	105.000000
226.299317	65.203723	0.000000	70.000000	225.000000
255.978270	136.857381	0.000000	175.000000	0.000000
253.862551	101.173618	0.000000	175.000000	105.000000
251.811260	60.022580	0.000000	175.000000	225.000000
