12
166.065601	114.609959	175.000000	0.000000	0.000000
166.095085	79.269467	175.000000	0.000000	105.000000
166.146333	37.317583	175.000000	0.000000	225.000000
192.045526	114.360400	70.000000	0.000000	0.000000
192.827962	80.526559	70.000000	0.000000	105.000000
192.850451	40.884802	70.000000	0.000000	225.000000
225.170253	114.593089	0.000000	70.000000	0.000000
225.974368	80.438154	0.000000	70.000000	105.000000
226.072105	40.449316	0.000000	70.000000	225.000000
250.169028	115.647778	0.000000	175.000000	0.000000
250.891776	78.909813	0.000000	175.000000	105.000000
250.946848	35.918930	0.000000	175.000000	225.000000
