===========RESULTADOS============
SESION: Thu Sep 15 12:24:56 2016
=================================
u1, v1, u2, v2, x, y, z, obj
249.197, 256.964, 223.616, 173.733, 15.2573, 77.0977, 81.3148, 0.104561
243.832, 536.37, 217.54, 459.782, -182.482, 400.9, 72.5273, 0.100799
232.08, 222.659, 206.379, 157.473, -196.061, -86.7758, 84.2235, 0.0932143
247.844, 585.025, 221.246, 483.132, 17.5856, 507.19, 91.5236, 0.0924998
265.143, 545.783, 239.468, 469.594, -181.244, 414.382, 38.9239, 0.0891804
164.853, 589.959, 136.92, 501.159, -119.831, 482.635, 198.009, 0.0819797
164.594, 410.632, 138.364, 306.605, 97.9977, 322.304, 211.221, 0.0801759
162.73, 533.025, 134.817, 448.917, -139.255, 405.734, 201.59, 0.0763218
219.017, 571.223, 192.08, 477.682, -52.0999, 475.358, 124.385, 0.0716449
233.139, 221.422, 207.425, 138.568, 28.6895, 32.021, 107.233, 0.0711094
235.766, 254.721, 209.996, 171.799, 10.0321, 71.9883, 101.652, 0.0673279
211.017, 556.763, 183.904, 470.932, -115.384, 443.028, 130.344, 0.0663022
146.919, 238.361, 120.895, 149.452, 64.0626, 81.4761, 239.614, 0.061206
205.764, 438.519, 179.038, 349.83, -38.5291, 310.705, 144.406, 0.0596937
161.259, 201.951, 135.025, 119.614, 20.3573, 3.58251, 218.124, 0.0591828
196.617, 175.783, 170.897, 87.503, 110.674, 13.1754, 169.98, 0.0567612
165.562, 579.683, 138.399, 475.502, 9.81157, 497.304, 202.865, 0.0517599
260.772, 238.721, 235.427, 156.15, 21.303, 52.1665, 63.3426, 0.0517334
216.795, 564.147, 189.969, 458.823, 42.5454, 487.813, 136.21, 0.049818
224.282, 307.518, 198.193, 224.353, -20.1664, 135.794, 117.155, 0.0460782
170.15, 613.454, 142.239, 523.339, -116.126, 512.395, 190.032, 0.0460394
146.888, 234.598, 120.843, 146.3, 60.2662, 74.1437, 239.717, 0.044534
149.154, 177.4, 122.619, 100.626, -32.0522, -63.3323, 236.486, 0.0441907
164.545, 572.962, 136.683, 484.316, -114.202, 462.65, 199.058, 0.0402889
231.505, 275.357, 205.615, 190.394, 18.8677, 106.941, 109.612, 0.0399402
153.288, 263.133, 125.848, 192.357, -160.316, 5.54558, 223.623, 0.0399369
197.448, 653.489, 170.026, 553.905, -46.6994, 572.348, 155.3, 0.0394582
188.134, 162.694, 162.484, 74.257, 120.213, 0.388038, 183.224, 0.0392089
191.613, 261.978, 165.294, 179.086, -5.09088, 77.947, 168.995, 0.0370492
220.562, 221.627, 194.637, 145.635, -54.4978, -11.4647, 118.748, 0.0367605
244.16, 551.429, 217.752, 465.799, -102.863, 439.819, 81.7354, 0.0362034
184.07, 224.952, 157.847, 142.426, 12.1644, 32.1004, 182.129, 0.0358836
131.02, 140.742, 105.522, 55.2205, 95.2513, -42.0663, 267.135, 0.0346421
195.509, 196.82, 169.568, 112.292, 55.3154, 12.6426, 167.606, 0.0339331
221.99, 229.505, 196.054, 154.908, -75.9403, -10.4396, 114.369, 0.0338243
228.02, 141.773, 202.496, 49.9065, 177.793, 1.52617, 129.869, 0.0327785
272.591, 275.526, 247.289, 189.899, 35.7151, 113.02, 48.4041, 0.032404
129.906, 149.733, 103.674, 70.9788, 8.58521, -81.3118, 268.47, 0.0304138
210.619, 555.414, 183.665, 458.445, -20.1276, 463.234, 139.118, 0.0299471
232.832, 265.657, 206.995, 184.865, -20.5393, 73.2912, 103.062, 0.0290367
199.495, 337.9, 173.109, 248.714, 17.5527, 196.171, 158.23, 0.028811
218.387, 564.787, 191.353, 483.31, -155.51, 444.486, 115.604, 0.0283474
223.894, 267.571, 197.891, 190.415, -65.5286, 54.6365, 112.725, 0.0279529
211.561, 299.12, 185.389, 212.004, 22.3866, 143.712, 140.572, 0.0276982
211.206, 542.949, 184.367, 441.583, 20.7066, 458.029, 141.781, 0.0275959
163.673, 590.979, 135.52, 506.393, -158.069, 476.112, 198.094, 0.02751
163.79, 453.951, 137.477, 346.659, 98.6942, 374.455, 211.434, 0.027034
262.763, 167.305, 237.362, 78.57, 133.2, 8.28685, 73.6919, 0.0260698
256.179, 167.45, 230.733, 78.9041, 129.94, 7.13733, 83.1271, 0.0254812
232.532, 546.569, 205.894, 469.965, -190.246, 412.633, 89.827, -0.000125989
267.791, 586.388, 241.393, 482.324, 39.7466, 513.833, 67.0868, -3.95648e-06
267.791, 586.388, 241.393, 482.324, 39.7466, 513.833, 67.0868, -4.21703e-06
223.63, 218.176, 197.702, 153.253, -199.821, -95.8963, 99.0211, -0.000150797
238.341, 518.855, 211.948, 443.508, -191.018, 374.65, 79.9685, -3.13225e-05
238.31, 518.94, 211.916, 443.594, -191.068, 374.753, 80.0147, -5.18932e-05
244.629, 248.572, 219.001, 165.57, 16.5691, 65.571, 88.4137, 0.965619
250.281, 247.408, 224.739, 164.296, 19.767, 65.0978, 79.9253, 0.431067
184.781, 225.409, 158.606, 141.816, 23.931, 38.9951, 181.717, 0.32987
184.781, 225.409, 158.606, 141.816, 23.931, 38.9951, 181.717, 0.32987
144.158, 365.987, 117.866, 268.758, 61.3674, 253.095, 239.219, -4.19665e-05
144.078, 366.962, 117.787, 269.622, 61.739, 254.498, 239.307, -0.000270239
202.373, 574.42, 175.381, 471.329, 16.2496, 493.524, 153.527, -0.00234418
202.753, 577.666, 175.755, 474.436, 15.9192, 497.204, 152.98, -0.00679164
202.807, 576.773, 175.808, 473.737, 14.8889, 495.957, 152.827, -0.00807717
131.14, 239.883, 104.559, 157.544, -11.3407, 45.8421, 262.272, -4.8448e-06
130.566, 239.475, 103.976, 157.261, -12.6117, 44.6176, 263.163, -8.1052e-05
151.902, 151.581, 126.93, 56.8013, 187.4, 28.2465, 237.935, 0.6862
190.322, 132.279, 165.022, 38.8421, 194.969, 2.29442, 185.085, 0.229682
151.909, 139.402, 126.969, 45.4551, 188.678, 11.9876, 238.33, 0.955322
190.115, 147.438, 164.636, 56.5645, 157.333, 0.545563, 182.83, 0.953535
155.084, 135.008, 130.132, 41.157, 191.665, 7.3767, 234.131, 0.867022
155.775, 210.83, 129.447, 128.767, 10.1344, 11.8268, 225.977, 0.710169
158.088, 214.659, 131.703, 133.219, 0.923745, 12.4452, 222.025, 0.679281
191.291, 210.634, 165.148, 129.279, 9.57816, 8.47139, 170.905, 0.585631
242.936, 191.844, 217.404, 107.795, 62.641, 5.3984, 95.3032, 0.984092
258.271, 191.48, 232.914, 106.96, 71.1039, 8.39487, 72.5844, 0.968684
197.073, 242.347, 170.717, 165.283, -58.9895, 20.5485, 156.754, -0.000899015
197.569, 242.18, 171.221, 165.099, -58.5716, 20.4683, 155.982, -0.00160613
196.09, 242.401, 169.72, 165.306, -58.8761, 20.7611, 158.354, -0.0023331
248.461, 245.2, 223.074, 172.807, -105.675, -2.62055, 66.7483, -0.216551
248.432, 245.44, 223.043, 172.97, -104.837, -1.79855, 66.9115, -0.224396
231.252, 240.466, 205.469, 168.214, -109.292, -10.9158, 95.4958, -2.57956
239.507, 574.937, 212.896, 482.997, -59.6021, 478.779, 94.0795, 0.15403
239.507, 574.937, 212.896, 482.997, -59.6021, 478.779, 94.0795, 0.15403
233.648, 149.667, 208.098, 56.787, 183.155, 15.6649, 122.464, 0.958517
228.503, 153.716, 202.945, 60.6624, 181.109, 20.6525, 129.695, 0.478162
233.337, 149.182, 207.783, 54.7074, 199.256, 24.9321, 124.71, 0.457214
233.805, 155.351, 208.241, 62.732, 176.454, 19.6671, 121.583, 0.44667
191.838, 222.197, 165.75, 137.94, 34.8423, 39.5277, 171.63, 0.947069
197.496, 233.13, 171.356, 150.298, 13.3485, 44.036, 161.362, 0.880207
194.295, 229.101, 168.146, 146.269, 15.176, 39.1894, 166.467, 0.776887
189.911, 211.091, 163.782, 128.989, 17.5418, 13.6334, 173.567, 0.768494
187.849, 215.669, 161.659, 134.178, 7.17451, 15.0996, 176.073, 0.742277
185.845, 210.187, 159.689, 128.086, 17.2657, 12.4261, 179.87, 0.717264
184.969, 210.615, 158.784, 129.027, 10.9372, 9.67889, 180.849, 0.664996
209.886, 209.73, 183.938, 127.801, 20.6365, 11.7027, 142.677, 0.601478
192.79, 211.279, 166.697, 128.79, 22.4094, 16.3582, 169.421, 0.581433
191.002, 213.834, 164.853, 132.166, 11.0436, 14.1682, 171.422, 0.538729
194.701, 227.522, 168.583, 144.021, 23.7173, 41.3222, 166.444, 0.516579
190.104, 210.528, 163.951, 129.174, 9.38798, 8.29771, 172.747, 0.471263
162.382, 471.215, 135.121, 380.351, -48.5044, 350.43, 207.149, 0.892833
166.709, 492.226, 139.313, 402.727, -69.6734, 371.343, 199.504, 0.771402
162.335, 465.96, 135.012, 376.822, -61.733, 339.609, 206.82, 0.596206
165.504, 467.872, 138.286, 377.051, -46.2272, 346.807, 202.779, 0.55641
165.462, 469.909, 138.186, 380.033, -55.8644, 346.526, 202.39, 0.548068
255.748, 143.464, 230.238, 51.1225, 185.8, 6.35513, 90.691, 0.983511
261.713, 141.831, 236.227, 49.6726, 186.079, 3.60782, 81.9903, 0.976203
225.378, 199.148, 199.663, 110.744, 101.313, 39.5579, 126.52, 0.973023
196.52, 165.972, 170.864, 77.1283, 123.607, 6.47079, 171.095, 0.952456
263.213, 145.253, 237.723, 52.9232, 185.61, 8.11529, 79.8564, 0.934138
169.859, 180.764, 143.997, 94.7271, 78.0841, 3.8266, 207.813, 0.992244
156.726, 183.314, 130.875, 96.9745, 77.1304, 8.14819, 227.262, 0.770726
184.237, 178.768, 158.385, 93.0859, 78.2581, -0.262578, 186.314, 0.697522
165.978, 180.787, 140.117, 94.7289, 77.5747, 3.89256, 213.583, 0.646149
157.306, 184.546, 131.419, 98.6031, 72.0298, 6.99416, 226.217, 0.645725
188.092, 178.746, 162.248, 93.0846, 78.7676, -0.328537, 180.545, 0.610105
165.724, 625.278, 137.627, 536.664, -135.286, 523.194, 195.34, 0.956568
169.495, 629.112, 141.477, 539.6, -127.707, 529.329, 190.14, 0.929266
172.833, 627.566, 144.805, 539.759, -140.308, 525.382, 184.684, 0.878001
170.47, 622.897, 142.466, 534.095, -130.915, 521.237, 188.68, 0.739323
163.429, 623.473, 135.294, 535.119, -137.691, 520.476, 198.615, 0.583691
165.253, 628.278, 137.258, 536.92, -113.549, 530.618, 196.924, 0.553942
210.766, 538.012, 183.766, 448.521, -75.2433, 428.737, 134.117, 0.59491
208.156, 540.152, 181.128, 449.349, -65.6805, 433.708, 138.754, 0.531818
210.165, 539.569, 183.165, 449.079, -67.4269, 432.589, 135.672, 0.401561
217.779, 165.521, 192.135, 77.7904, 115.824, -0.720201, 138.954, 0.992783
215.846, 191.146, 190.073, 105.707, 73.1247, 12.5839, 138.065, 0.869549
205.28, 189.311, 179.453, 103.733, 73.8255, 11.121, 154.171, 0.724704
223.674, 168.927, 198.043, 80.9554, 117.061, 4.52276, 130.306, 0.69374
202.734, 188.231, 176.884, 103.209, 67.9742, 6.377, 157.573, 0.599695
200.786, 192.297, 174.916, 107.002, 67.8475, 12.5379, 160.515, 0.590831
218.557, 193.062, 192.796, 107.63, 72.291, 14.7442, 133.872, 0.52864
211.341, 167.623, 185.674, 79.644, 115.865, 2.9786, 148.564, 0.467592
218.905, 192.007, 193.142, 107.268, 65.4518, 9.24989, 132.677, 0.457884
215.496, 164.977, 189.854, 76.7595, 121.003, 1.77797, 142.834, 0.450091
239.627, 594.139, 212.939, 497.321, -28.1379, 508.343, 97.8058, 0.985646
226.374, 592.975, 199.495, 496.249, -33.0486, 505.601, 115.965, 0.603227
226.25, 591.865, 199.372, 495.334, -34.1601, 504.061, 116.016, 0.536589
234.078, 594.938, 207.304, 498.221, -31.2272, 508.509, 105.312, 0.498155
229.048, 597.763, 202.194, 500.7, -31.4754, 511.642, 112.412, 0.427512
233.24, 594.997, 206.453, 497.513, -25.5268, 509.684, 107.105, 0.392916
233.723, 539.559, 207.12, 453.448, -97.6547, 425.646, 97.8239, 0.303638
233.173, 595.699, 206.384, 499.379, -34.9952, 508.636, 106.196, 0.283664
185.214, 233.205, 159.012, 149.4, 21.3565, 49.2016, 180.803, 0.974792
166.901, 212.781, 140.628, 130.437, 14.3546, 16.2217, 208.947, 0.892747
186.985, 185.785, 161.049, 101.422, 59.303, -0.939111, 180.947, 0.867321
182.204, 225.618, 155.98, 142.736, 15.3307, 34.9202, 185.18, 0.850715
181.492, 230.162, 155.245, 147.177, 13.4059, 40.7535, 186.103, 0.842995
185.024, 236.347, 158.783, 153.1, 13.1631, 49.607, 180.569, 0.799028
168.356, 204.617, 142.073, 123.374, 7.42852, -0.0898826, 206.612, 0.748135
180.002, 233.09, 153.713, 150.479, 7.02861, 41.8881, 188.007, 0.6607
162.171, 200.9, 135.912, 119.11, 14.9752, -1.07671, 216.565, 0.585163
166.394, 187.732, 140.381, 103.475, 52.8312, 0.00610977, 211.837, 0.583891
155.204, 224.891, 128.645, 144.855, -22.6681, 15.5969, 225.509, 0.55892
180.782, 234.311, 154.513, 151.239, 11.5663, 46.0325, 187.032, 0.517035
167.097, 211.573, 140.85, 128.924, 18.6648, 16.7323, 208.846, 0.479803
166.781, 209.362, 140.547, 126.675, 20.4925, 14.4235, 209.459, 0.472029
185.826, 243.082, 159.534, 160.429, 2.52205, 54.0861, 178.615, 0.392159
185.296, 237.567, 159.065, 153.953, 16.4968, 53.1349, 180.336, 0.382618
184.45, 234.694, 158.163, 152.638, 0.777772, 40.7146, 180.747, 0.364161
172.269, 162.989, 146.65, 74.4913, 117.907, 0.846982, 206.359, 0.697821
174.221, 162.978, 148.596, 74.4928, 118.116, 0.783058, 203.513, 0.696999
176.33, 166.363, 150.689, 77.6962, 117.93, 5.43321, 200.358, 0.66773
209.598, 142.829, 184.108, 50.7048, 176.716, 4.1017, 156.297, 0.63037
207.198, 139.545, 181.726, 47.5656, 177.311, -0.0222581, 159.782, 0.595838
206.896, 140.256, 181.42, 48.387, 175.613, -0.0314104, 160.075, 0.590223
202.202, 138.717, 176.733, 47.4923, 169.416, -5.68636, 166.327, 0.549515
265.647, 539.353, 239.862, 457.586, -125.538, 419.187, 45.6343, 0.989876
264.551, 530.579, 238.723, 447.522, -110.735, 411.299, 49.0838, 0.986354
266.078, 539.706, 240.254, 455.973, -107.416, 424.053, 47.5043, 0.954548
264.846, 535.692, 239.048, 453.946, -124.692, 414.561, 46.8692, 0.878192
194.126, 317.882, 167.779, 228.915, 25.5536, 172.197, 166.86, 0.924753
190.238, 322.352, 163.852, 233.132, 24.4359, 178.052, 172.508, 0.818768
192.961, 316.924, 166.644, 226.879, 36.4204, 175.707, 169.334, 0.796102
177.433, 337.394, 150.891, 248.279, 11.2719, 193.622, 190.462, 0.723087
186.54, 307.676, 160.232, 217.627, 40.3716, 164.993, 179.108, 0.716406
181.006, 338.5, 154.47, 249.63, 9.18316, 194.138, 185.054, 0.623488
192.105, 319.186, 165.756, 229.647, 29.9149, 176, 170.139, 0.564036
191.914, 319.076, 165.56, 229.656, 28.7504, 175.345, 170.343, 0.564036
185.571, 312.42, 159.216, 222.858, 32.4881, 168.065, 180.001, 0.521531
147.21, 253.193, 120.973, 165.746, 38.9968, 89.8389, 238.186, 0.978535
146.373, 245.325, 120.115, 158.873, 33.5146, 75.8096, 239.594, 0.935161
144.893, 266.114, 118.654, 177.52, 41.8718, 109.759, 241.197, 0.819221
169.614, 287.631, 143.149, 201.424, 9.44756, 123.457, 202.929, 0.811763
170.531, 285.002, 144.115, 198.24, 17.0561, 123.238, 201.946, 0.802416
180.19, 274.834, 154.024, 184.744, 59.5508, 128.639, 189.942, 0.787778
182.871, 267.729, 156.685, 179.136, 49.588, 113.674, 185.538, 0.782892
145.925, 254.25, 119.738, 166.053, 45.8151, 94.8416, 240.172, 0.776008
184.408, 278.95, 158.168, 190.467, 41.7931, 125.671, 182.667, 0.762125
146.975, 244.602, 120.833, 156.678, 49.6316, 82.9545, 239.038, 0.75181
171.082, 285.307, 144.65, 198.876, 13.5602, 121.997, 200.957, 0.742038
183.392, 277.414, 157.185, 188.215, 49.751, 127.372, 184.653, 0.70108
153.568, 308.604, 126.937, 221.859, -1.75431, 148.851, 225.992, 0.689725
151.466, 309.072, 124.863, 221.746, 3.37986, 151.9, 229.239, 0.685706
172.34, 281.632, 145.966, 194.574, 22.6374, 120.988, 199.565, 0.675121
147.392, 252.419, 121.282, 163.336, 56.4936, 97.5157, 238.295, 0.661005
184.558, 276.923, 158.32, 188.67, 40.7513, 122.303, 182.408, 0.659762
146.268, 247.061, 120.037, 160.081, 37.9383, 80.5699, 239.772, 0.637488
145.71, 257.816, 119.543, 169.02, 49.5912, 101.795, 240.433, 0.635793
184.162, 274.523, 158.02, 184.132, 63.6721, 129.978, 184.371, 0.633725
154.486, 307.829, 127.904, 220.466, 5.28751, 150.875, 224.847, 0.623702
145.817, 256.043, 119.658, 167.3, 50.2388, 99.6019, 240.35, 0.610563
155.909, 312.46, 129.303, 225.118, 2.62396, 156.123, 222.521, 0.593781
183.104, 274.014, 156.969, 183.473, 65.2324, 130.078, 186.013, 0.564896
182.892, 269.323, 156.784, 178.68, 69.1766, 125.469, 186.61, 0.557293
153.406, 309.087, 126.818, 221.641, 5.0971, 152.604, 226.406, 0.536101
166.796, 293.75, 140.312, 207.004, 10.6117, 132.849, 207.065, 0.514213
202.386, 555.797, 175.202, 465.589, -79.5762, 449.845, 146.051, -2.09635e-09
202.648, 556.828, 175.463, 466.698, -80.6, 450.9, 145.587, -1.10575e-08
156.067, 195.706, 129.886, 112.925, 28.6394, -0.827048, 226.514, 0.984978
180.803, 187.057, 154.884, 101.705, 68.2102, 6.58419, 190.804, 0.958683
158.192, 192.969, 132.038, 110.136, 31.5414, -3.50583, 223.435, 0.903763
173.79, 200.833, 147.612, 118.625, 22.1798, 1.89719, 198.931, 0.780711
156.806, 196.489, 130.75, 111.84, 49.2554, 11.8557, 225.954, 0.714246
158.597, 154.547, 133.176, 64.7651, 135.459, 0.334861, 227.052, 0.965055
134.99, 121.504, 110.067, 31.3933, 161.014, -29.438, 262.342, 0.870201
161.209, 145.794, 135.811, 56.3313, 139.167, -10.3508, 223.643, 0.863367
135.057, 108.932, 110.447, 16.7392, 192.966, -26.8802, 262.873, 0.836524
161.476, 153.37, 136.088, 62.9652, 143.341, 3.15653, 223.195, 0.834575
160.989, 150.412, 135.591, 60.5111, 140.23, -2.97108, 223.87, 0.770878
164.598, 162.041, 139.065, 72.6806, 126.42, 5.22926, 217.89, 0.686
131.321, 119.429, 106.441, 29.518, 160.046, -32.7093, 267.626, 0.669021
168.34, 156.112, 142.89, 65.7389, 142.075, 5.7307, 213.228, 0.661666
132.477, 115.793, 107.44, 27.6648, 143.975, -48.5134, 266.143, 0.661087
164.813, 156.326, 139.368, 66.1615, 139.154, 4.58854, 218.183, 0.651319
129.642, 120.864, 104.769, 30.9513, 158.662, -31.3445, 269.941, 0.607624
159.952, 141.949, 134.361, 55.7563, 106.477, -36.0947, 224.549, 0.60209
130.807, 115.621, 106.268, 22.722, 194.12, -16.1682, 268.473, 0.58608
136.311, 122.386, 111.333, 32.6177, 156.875, -30.9346, 260.414, 0.585761
168.198, 157.201, 142.732, 66.9845, 139.605, 5.82353, 213.309, 0.572833
129.164, 112.467, 104.243, 23.8415, 151.603, -48.1303, 271.027, 0.561563
163.693, 153.718, 138.265, 63.6701, 139.713, 1.25626, 219.878, 0.552655
146.372, 286.277, 119.785, 200.561, -0.586142, 118.01, 237.497, 0.965653
146.291, 296.107, 120.227, 202.32, 73.9601, 166.288, 238.767, 0.956837
147.416, 298.255, 121.2, 206.317, 55.0662, 160.486, 236.704, 0.954046
146.386, 294.268, 120.186, 202.508, 55.6496, 155.355, 238.326, 0.882787
146.21, 294.99, 120.088, 202.109, 65.9961, 161.116, 238.76, 0.808712
158.941, 298.169, 132.397, 211.406, 6.13593, 137.433, 218.518, 0.764643
147.037, 291.579, 120.486, 204.913, 6.22671, 128.713, 236.459, 0.704121
152.686, 297.278, 126.127, 210.455, 5.72661, 136.283, 227.854, 0.613163
225.743, 597.275, 198.843, 500.423, -34.0906, 510.454, 116.794, 0.857402
211.088, 594.979, 184.017, 496.856, -28.2889, 508.465, 137.872, 0.782119
211.631, 591.043, 184.562, 494.185, -36.3711, 502.222, 136.401, 0.666286
197.225, 174.645, 171.485, 87.1791, 102.9, 6.89759, 168.526, 0.98564
211.901, 139.286, 186.428, 46.6522, 184.886, 3.90633, 153.698, 0.970276
215.71, 138.065, 190.214, 46.4403, 176.134, -3.69788, 147.435, 0.964472
218.554, 137.924, 193.059, 45.8114, 181.656, -0.704095, 143.86, 0.953939
237.298, 176.406, 211.692, 84.9211, 150.715, 34.105, 113.958, 0.93127
236.153, 132.146, 210.652, 40.3373, 185.571, -8.26576, 118.807, 0.913132
216.313, 142.723, 190.806, 50.5894, 177.948, 4.08905, 146.767, 0.866727
243.648, 145.083, 218.117, 52.8031, 182.069, 7.49573, 107.806, 0.850095
245.523, 142.207, 219.994, 49.5882, 187.873, 6.80426, 105.749, 0.755396
207.44, 132.049, 182.02, 39.1501, 192.332, -1.33421, 160.674, 0.715186
194.774, 172.227, 169.056, 84.3458, 108.615, 6.90951, 172.582, 0.680381
207.143, 127.784, 181.73, 35.4207, 190.103, -8.84194, 160.907, 0.656296
157.171, 164.256, 131.634, 75.2889, 119.347, 4.87827, 228.366, 0.888044
135.014, 132.483, 110.194, 40.2757, 174.025, -5.39956, 261.893, 0.797753
135.804, 132.777, 110.906, 41.255, 166.869, -9.54818, 260.746, 0.630113
218.034, 546.82, 191.045, 465.836, -153.599, 421.364, 116.195, 0.95774
210.176, 549.901, 183.043, 465.836, -129.015, 431.028, 130.421, 0.737112
217.9, 554.544, 190.92, 469.613, -120.073, 439.258, 119.569, 0.70117
245.241, 554.376, 218.905, 474.189, -153.485, 431.931, 74.1459, 0.452563
220.181, 554.631, 193.248, 469.778, -119.968, 439.444, 116.138, 0.431622
245.162, 554.643, 218.824, 474.461, -153.657, 432.242, 74.2542, 0.418314
218.765, 551.085, 191.771, 471.105, -164.445, 424.46, 114.083, 0.417721
219.669, 550.083, 192.7, 470.04, -163.128, 423.46, 112.796, 0.380475
248.99, 552.722, 222.76, 472.691, -152.93, 429.961, 68.3358, 0.373163
247.086, 552.086, 220.808, 472.139, -154.228, 428.777, 71.1299, 0.358481
175.078, 181.321, 149.209, 95.3922, 77.4758, 3.86102, 199.973, 0.993815
168.807, 180.83, 142.932, 95.0124, 75.4394, 2.48472, 209.273, 0.814701
173.068, 181.381, 147.24, 94.6775, 85.498, 8.7532, 203.347, 0.759514
171.389, 190.213, 145.433, 104.88, 64.0148, 9.66587, 204.71, 0.677866
164.246, 177.314, 138.424, 90.9834, 82.717, 1.87697, 216.439, 0.658919
171.62, 179.036, 145.783, 92.739, 82.4817, 3.66408, 205.413, 0.632669
172.137, 181.176, 146.278, 95.0519, 79.1698, 4.87301, 204.451, 0.569013
168.933, 188.993, 142.972, 103.806, 62.7856, 7.35329, 208.376, 0.557056
170.211, 189.231, 144.279, 103.54, 68.4006, 10.7985, 206.69, 0.48664
171.973, 181.321, 146.097, 95.4896, 75.8259, 3.16912, 204.544, 0.468955
215.879, 272.781, 189.7, 196.678, -82.8477, 54.7489, 124.198, -4.09062e-06
214.883, 273.476, 188.683, 197.37, -83.4453, 55.5976, 125.779, -9.99067e-06
216.883, 272.94, 190.722, 196.823, -82.5072, 55.0992, 122.587, -2.09694e-05
216.395, 273.565, 190.223, 197.406, -82.4762, 56.114, 123.394, -9.26288e-05
214.652, 273.56, 188.448, 197.422, -83.1664, 55.8776, 126.183, -0.000197333
187.181, 292.912, 160.373, 218.126, -116.959, 71.4558, 168.567, -0.00745808
186.694, 292.605, 159.883, 217.723, -115.784, 71.5504, 169.442, -0.030465
186.077, 294.144, 159.246, 219.322, -117.489, 73.1795, 170.331, -0.16737
167.807, 547.374, 140.12, 458.567, -100.616, 433.655, 195.406, 0.895094
161.623, 566.251, 134.14, 469.782, -45.9218, 469.35, 206.21, 0.669716
168.142, 553.053, 140.384, 465.314, -112.476, 438.059, 194.26, 0.646454
164.03, 553.455, 136.154, 466.94, -125.177, 435.53, 199.769, 0.635386
167.629, 556.111, 139.82, 469.026, -119.833, 440.225, 194.621, 0.630047
164.609, 557.043, 136.74, 470.191, -123.434, 440.516, 198.909, 0.62652
166.868, 550.09, 139.025, 464.12, -127.68, 430.698, 195.517, 0.615867
167.766, 561.465, 140.335, 465.488, -45.6398, 463.789, 197.697, 0.607893
164.183, 551.997, 136.395, 463.857, -109.865, 437.249, 200.22, 0.565939
169.007, 547.973, 141.277, 460.405, -111.518, 431.852, 193.128, 0.561393
168.684, 548.194, 140.961, 460.365, -109.385, 432.631, 193.699, 0.561393
165.707, 557.946, 138.296, 461.539, -41.1786, 460.516, 200.856, 0.537485
167.623, 552.545, 139.875, 464.479, -109.52, 438.093, 195.169, 0.524952
162.086, 554.292, 134.331, 464.668, -98.471, 442.749, 203.706, 0.52235
162.768, 549.052, 135.104, 458.279, -85.8475, 439.16, 203.344, 0.500595
135.499, 162.632, 110.805, 66.1012, 193.138, 48.3451, 260.09, -3.68483e-06
135.536, 163.648, 110.839, 67.0516, 192.987, 49.6439, 259.999, -7.70365e-06
135.494, 162.683, 110.8, 66.1572, 193.054, 48.3661, 260.094, -1.45966e-05
135.416, 162.612, 110.738, 65.9238, 194.65, 49.2259, 260.211, -7.30134e-05
108.14, 177.051, 83.6095, 81.6965, 165.98, 54.3629, 296.887, -0.00562933
107.879, 177.518, 83.3474, 82.1598, 165.606, 54.8075, 297.227, -0.00753128
110.523, 191.141, 85.9593, 94.4644, 168.244, 74.6892, 292.84, -0.0245706
123.497, 211.942, 98.5284, 115.384, 153.826, 93.9464, 274.357, -0.0304685
131.998, 200.612, 107.034, 103.902, 165.276, 84.3085, 263.221, -0.0311552
111.017, 191.321, 86.4511, 94.5744, 168.862, 75.245, 292.149, -0.0659524
130.615, 200.869, 105.677, 104.057, 165.791, 85.0401, 265.097, -0.106556
123.7, 211.679, 98.7285, 115.149, 153.792, 93.558, 274.091, -0.126742
229.243, 599.789, 202.384, 503.44, -37.8771, 512.786, 111.502, 0.991956
219.267, 595.242, 192.289, 497.75, -30.4776, 508.58, 126.23, 0.936578
235.9, 596.23, 209.15, 499.344, -29.7979, 510.371, 102.915, 0.653119
245.905, 539.813, 219.404, 439.068, 28.5997, 456.82, 94.5927, 0.598814
229.65, 595.066, 202.811, 498.31, -32.5399, 508.269, 111.421, 0.535714
223.604, 592.136, 196.691, 494.984, -30.3016, 505.08, 120.131, 0.472029
245.983, 543.393, 219.497, 444.751, 10.5171, 456.716, 92.3913, 0.467035
222.899, 594.974, 195.968, 497.646, -30.3776, 508.39, 121.14, 0.443918
302.551, 565.016, 277.441, 476.507, -61.7221, 467.642, 0.554036, 0.92562
298.614, 567.015, 273.412, 478.763, -66.0864, 469.077, 5.79208, 0.895221
299.515, 530.222, 274.305, 440.526, -39.1941, 429.277, 7.19707, 0.546495
266.54, 573.73, 240.683, 490.979, -128.568, 463.191, 44.9988, 0.527795
298.644, 557.458, 273.384, 467.752, -50.1556, 460.734, 7.98678, 0.496394
264.826, 575.764, 238.898, 492.167, -122.362, 467.078, 48.546, 0.479507
299.647, 563.522, 274.393, 473.591, -50.2539, 468.26, 6.78602, 0.44016
265.708, 576.537, 239.789, 492.45, -117.946, 469.027, 47.8372, 0.406537
299.683, 560.159, 274.451, 470.582, -51.9131, 463.717, 6.27863, 0.383388
263.683, 574.649, 237.741, 491.644, -127.7, 464.48, 49.5266, 0.374348
266.319, 575.184, 240.42, 491.131, -117.524, 467.411, 46.9202, 0.325587
300.586, 566.501, 275.403, 477.596, -59.6544, 469.9, 3.92396, 0.26605
