===========RESULTADOS============
SESION: Thu Sep 15 12:24:56 2016
=================================
u1, v1, u2, v2, x, y, z, obj
209.634, 214.88, 183.641, 134.109, 4.05339, 10.5219, 141.669, 0.104908
151.531, 160.675, 125.932, 73.2492, 104.541, -8.70005, 236.322, 0.10235
183.013, 306.802, 156.138, 230.379, -106.052, 98.0043, 175.832, 0.101238
147.943, 254.294, 120.982, 176.579, -70.1103, 36.7256, 234.806, 0.0983967
265.671, 561.192, 239.665, 472.298, -70.3291, 460.082, 53.9825, 0.097483
147.449, 287.653, 120.745, 203.471, -17.4954, 112.014, 235.483, 0.0971909
164.158, 411.299, 137.218, 320.713, -19.5836, 281.64, 207.076, 0.091449
208.792, 530.336, 181.709, 445.694, -116.337, 408.693, 133.542, 0.0879509
146.959, 225.819, 121.043, 136.653, 75.3177, 69.5153, 240.203, 0.0871387
198.959, 175.38, 173.257, 86.6744, 115.879, 15.4343, 166.901, 0.0860196
192.166, 230.228, 166.159, 142.641, 65.4021, 67.5145, 173.107, 0.0853542
183.361, 270.342, 157.204, 180.793, 57.7125, 121.288, 185.249, 0.0833136
215.649, 244.66, 189.649, 161.951, 8.986, 57.7708, 132.819, 0.0792849
209.903, 582.025, 182.739, 492.241, -91.3778, 479.973, 134.123, 0.0776632
158.207, 147.558, 132.92, 56.6043, 152.935, 0.936776, 228.322, 0.0767721
196.721, 168.323, 170.992, 81.3957, 101.478, -3.24037, 169.207, 0.0766016
155.097, 261.287, 127.69, 190.6, -159.995, 2.5932, 220.653, 0.0759776
245, 169.298, 219.496, 82.2034, 111.242, -0.28291, 97.5852, 0.074938
165.169, 570.514, 137.098, 486.759, -157.024, 450.229, 196.342, 0.0654578
193.834, 236.896, 167.974, 144.169, 113.324, 101.958, 173.863, 0.0620885
62.3201, 300.963, 34.7395, 221.798, -103.599, 96.1968, 366.56, 0.0582388
226.589, 173.975, 200.954, 86.2594, 111.367, 8.34668, 125.423, 0.0577336
185.966, 172.938, 160.128, 87.7054, 77.7067, -9.44775, 183.751, 0.0559684
222.117, 237.285, 196.254, 149.843, 65.7924, 75.8953, 128.266, 0.0535482
58.9157, 475.682, 31.444, 383.262, -70.067, 349.619, 355.313, 0.0514462
284.615, 249.859, 259.698, 167.45, 18.6825, 65.9303, 25.6206, 0.0511972
196.896, 177.47, 171.098, 91.4129, 85.6215, 1.00564, 167.763, 0.050344
163.024, 483.127, 135.479, 396.722, -95.2995, 352.127, 204.073, 0.0480656
148.764, 227.229, 122.682, 140.076, 53.6395, 59.948, 237.076, 0.0453381
152.974, 135.708, 127.769, 45.4182, 154.354, -14.7986, 236.17, 0.0406222
162.607, 548.207, 134.51, 466.287, -166.294, 419.055, 200.327, 0.0383807
154.377, 265.893, 128.229, 175.973, 57.6654, 116.642, 227.721, 0.0378445
155.21, 196.133, 129.271, 109.841, 67.2354, 21.5389, 228.853, 0.0377505
185.55, 169.683, 159.576, 87.9951, 39.584, -36.8256, 182.159, 0.0368708
223.683, 269.742, 197.753, 178.369, 85.4332, 131.731, 128.243, 0.0367101
237.873, 544.437, 211.337, 456.98, -86.1533, 434.722, 92.9538, 0.0359697
210.894, 553.781, 183.72, 472.627, -157.328, 429.499, 126.906, 0.0356218
162.314, 268.455, 136.016, 180.749, 35.2475, 108.862, 215.289, -1.47913e-06
162.314, 268.455, 136.016, 180.749, 35.2475, 108.862, 215.289, -1.47913e-06
247.202, 570.654, 220.8, 483.655, -97.1057, 465.572, 78.2754, 0.949556
246.012, 569.612, 219.592, 483.232, -102.551, 463.043, 79.3797, 0.918044
246.153, 569.746, 219.759, 485.511, -121.551, 459.07, 76.8988, 0.914585
167.839, 255.3, 141.192, 175.445, -40.8798, 51.6163, 204.235, -8.97708e-06
167.839, 255.3, 141.192, 175.445, -40.8798, 51.6163, 204.235, -1.12659e-05
150.8, 286.537, 123.32, 213.878, -149.621, 48.2581, 227.217, -3.45495e-05
151.404, 153.84, 126.017, 64.3089, 132.165, -2.03925, 237.34, 0.979982
133.436, 140.162, 108.248, 51.2957, 132.749, -19.9321, 263.681, 0.954849
200.401, 217.267, 174.336, 135.128, 16.2128, 21.4666, 157.123, 0.954116
198.443, 214.044, 172.349, 132.741, 8.31876, 12.4317, 159.604, 0.560666
194.269, 218.281, 168.134, 136.446, 10.8054, 20.5438, 166.28, 0.499652
149.872, 227.496, 122.491, 157.961, -157.809, -51.4032, 230.76, -0.00427966
279.267, 592.956, 253.389, 500.194, -45.7737, 504.6, 38.7036, -1.28806e-06
279.254, 592.945, 253.375, 500.189, -45.817, 504.577, 38.7162, -2.21976e-06
60.0273, 523.782, 30.7775, 442.036, -196.106, 377.566, 357.026, 0.580852
58.4594, 525.54, 29.2162, 443.53, -194.864, 380.208, 359.174, 0.575991
62.0726, 514.324, 32.8251, 433.315, -198.419, 364.3, 354.814, 0.555692
244.584, 216.22, 219.058, 135.299, 12.4933, 14.4599, 87.1595, 0.984001
222.056, 228.399, 196.199, 143.964, 39.353, 48.9686, 125.649, 0.819291
221.698, 224.454, 195.842, 140.978, 31.2267, 38.7834, 125.359, 0.654707
219.333, 226.868, 193.458, 142.062, 43.7588, 49.2347, 130.25, 0.436543
208.737, 449.036, 181.899, 366.999, -106.629, 302.773, 134.273, 0.930885
208.745, 440.968, 181.966, 357.114, -84.9893, 298.734, 136.067, 0.913853
209.223, 438.8, 182.449, 355.607, -90.3501, 294.01, 134.874, 0.894529
218.005, 560.936, 190.984, 478.374, -144.161, 442.012, 117.218, 0.990567
219.829, 552.464, 192.828, 475.846, -197.142, 418.703, 109.348, 0.840527
151.447, 319.519, 125.099, 227.427, 44.1837, 184.348, 229.992, 0.820774
152.287, 316.343, 126.006, 223.543, 53.138, 183.95, 229.118, 0.781638
156.401, 315.394, 130.055, 223.678, 44.3501, 178.624, 222.988, 0.709369
145.423, 329.293, 119.157, 235.155, 55.9941, 202.804, 238.544, 0.537314
145.412, 330.118, 119.145, 235.935, 55.895, 203.859, 238.529, 0.536764
226.606, 201.086, 200.873, 118.327, 39.0091, 7.40642, 118.226, 0.845653
222.664, 213.882, 196.835, 132.984, 8.93461, 10.638, 121.519, 0.719739
224.504, 199.936, 198.746, 118.189, 27.797, -0.459893, 120.35, 0.634616
161.305, 242.149, 134.966, 157.634, 18.0738, 62.318, 216.882, 0.62546
169.092, 384.433, 142.096, 298.479, -48.5184, 234.729, 199.128, 0.929818
164.771, 380.678, 137.829, 293.329, -33.9386, 235.202, 206.294, 0.710786
166.018, 383.986, 139.075, 296.497, -33.9902, 239.669, 204.362, 0.653704
136.686, 157.857, 110.731, 75.4679, 47.4452, -45.8111, 257.756, -1.47354e-08
136.686, 157.857, 110.731, 75.4679, 47.4452, -45.8111, 257.756, -1.47354e-08
190.105, 463.866, 162.893, 381.113, -112.476, 321.261, 162.507, -9.18246e-06
190.235, 463.818, 163.027, 381.038, -112.145, 321.298, 162.33, -1.78659e-05
162.852, 434.948, 136.404, 332.454, 71.059, 342.732, 211.986, 0.931718
163.616, 428.874, 136.803, 333.972, 10.0657, 314.731, 208.648, 0.807607
165.909, 433.373, 138.929, 341.464, -18.5534, 310.916, 204.095, 0.754821
167.549, 436.198, 140.621, 343.151, -9.2328, 317.655, 202.074, 0.699049
151.431, 210.524, 124.172, 140.989, -147.606, -74.3768, 228.982, -9.6318e-08
151.323, 211.106, 124.057, 141.587, -148.198, -73.716, 229.13, -3.01353e-07
219.729, 537.988, 192.867, 449.817, -83.6763, 426.799, 120.121, 0.460563
216.748, 537.469, 189.835, 449.303, -84.5582, 425.873, 124.455, 0.248015
201.606, 335.612, 175.235, 246.866, 15.1104, 191.914, 154.916, 0.885953
209.121, 330.041, 182.83, 241.864, 14.6511, 183.727, 143.667, 0.468006
212.891, 330.004, 186.639, 241.662, 17.297, 184.666, 138.258, 0.452519
213.581, 329.039, 187.338, 240.847, 16.5465, 182.977, 137.154, 0.398579
210.06, 189.283, 184.232, 105.204, 58.228, 1.77144, 145.574, 0.968135
206.693, 184.901, 180.884, 99.6461, 73.5531, 4.264, 152.001, 0.939934
208.698, 191.589, 182.866, 106.786, 64.4479, 8.89729, 148.197, 0.898873
195.661, 197.156, 169.713, 112.805, 53.158, 11.9195, 167.221, 0.867678
171.428, 471.302, 143.794, 390.51, -141.783, 322.517, 189.51, 0.184522
171.428, 471.302, 143.794, 390.51, -141.783, 322.517, 189.51, 0.184522
267.244, 573.126, 241.372, 488.995, -115.741, 465.193, 45.6911, 0.823784
300.593, 570.82, 275.391, 481.614, -58.7539, 475.457, 4.28774, 0.788778
265.844, 570.758, 239.977, 488.107, -128.675, 459.328, 45.952, 0.735922
270.01, 575.229, 244.24, 492.349, -126.6, 465.631, 40.0066, 0.575857
302.66, 565.323, 277.413, 474.091, -39.0852, 473.028, 4.35603, 0.477823
265.149, 575.089, 239.213, 490.75, -115.395, 467.713, 48.991, 0.404556
267.919, 571.984, 242.093, 488.866, -124.126, 461.942, 43.4465, 0.379077
304.56, 569.106, 279.385, 478.461, -44.7096, 476.49, 0.765413, 0.322674
265.237, 570.089, 239.346, 487.075, -125.402, 459.163, 47.3131, 0.31105
265.33, 570.634, 239.424, 486.966, -119.695, 461.104, 47.9766, 0.282835
233.097, 300.593, 207.155, 214.706, 14.4188, 141.119, 107.104, 0.97603
232.565, 267.561, 206.704, 179.509, 55.7347, 113.618, 111.897, 0.961426
253.753, 290.636, 228.157, 206.436, 7.70052, 122.625, 74.196, 0.91438
231.224, 269.799, 205.342, 180.843, 63.2013, 120.529, 114.76, 0.835806
224.208, 316.413, 198.107, 230.21, 6.47524, 160.448, 120.052, 0.79083
231.821, 275.831, 205.927, 186.201, 66.4264, 130.564, 114.315, 0.769314
269.743, 259.176, 244.495, 175.804, 20.4032, 81.6702, 49.8549, 0.738954
224.325, 305.723, 198.271, 217.123, 36.6878, 158.921, 122.793, 0.712676
274.573, 250.439, 249.413, 166.829, 29.0573, 72.7599, 43.2083, 0.693733
232.216, 278.761, 206.318, 189.06, 65.4632, 134.191, 113.668, 0.637712
231.909, 316.457, 205.908, 231.65, -5.83942, 154.729, 106.976, 0.631588
224.543, 314.532, 198.455, 227.591, 15.0942, 161.596, 120.39, 0.629519
230.721, 315.57, 204.706, 231.213, -10.3343, 151.52, 108.308, 0.592883
230.368, 310.053, 204.363, 225.496, -5.32371, 145.849, 109.305, 0.506937
230.343, 305.368, 204.351, 218.487, 21.1701, 151.117, 112.108, 0.506932
231.028, 315.017, 205.017, 227.966, 17.6231, 163.121, 110.836, 0.503357
222.223, 318.585, 196.09, 232.285, 5.72429, 163.274, 123.021, 0.49855
232.457, 310.811, 206.481, 226.485, -7.59876, 145.824, 105.846, 0.488348
124.062, 81.0249, 99.3955, -6.57467, 165.782, -84.7078, 279.73, -8.95865e-08
123.873, 80.5369, 99.209, -7.02351, 165.738, -85.4451, 280.025, -1.394e-07
141.498, 216.694, 115.636, 127.914, 76.5559, 57.5253, 248.495, -2.67498e-08
141.463, 216.27, 115.602, 127.51, 76.6346, 56.9632, 248.564, -5.36837e-08
141.506, 216.636, 115.643, 127.86, 76.5549, 57.4414, 248.487, -6.70778e-08
239.117, 177.353, 213.533, 88.2139, 126.32, 21.0119, 108.437, 0.738323
228.065, 172.645, 202.443, 84.4013, 118.157, 10.2635, 123.912, 0.462065
230.074, 171.818, 204.464, 83.7748, 116.962, 8.1636, 120.768, 0.427871
191.154, 464.183, 163.957, 381.483, -112.779, 321.597, 160.874, 0.921785
193.824, 462.666, 166.682, 379.868, -110.23, 320.315, 156.961, 0.827574
203.601, 286.67, 177.363, 201.378, 8.85392, 120.044, 151.494, 0.983025
199.233, 294.37, 172.942, 208.277, 11.5847, 132.583, 158.322, 0.849794
209.074, 298.68, 182.853, 212.974, 7.54042, 136.393, 143.06, 0.804398
237.543, 297.329, 211.665, 210.874, 23.2271, 140.296, 101.245, 0.746586
211.849, 297.558, 185.667, 211.563, 11.8773, 136.648, 139.21, 0.689869
216.671, 298.154, 190.539, 212.207, 12.2568, 137.439, 131.913, 0.607413
203.605, 299.278, 177.334, 213.276, 8.86275, 138.117, 151.477, 0.557312
205.54, 299.257, 179.286, 213.342, 8.47319, 137.816, 148.509, 0.53973
199.395, 299.469, 173.083, 213.446, 7.9065, 138.154, 157.784, 0.461013
262.943, 286.2, 237.491, 201.351, 19.2702, 121.148, 61.3512, 0.711585
258.551, 285.722, 233.024, 200.702, 20.2283, 121.144, 68.2795, 0.52261
211.122, 558.392, 183.895, 480.2, -187.258, 428.729, 123.987, 0.393973
212.194, 560.864, 184.976, 483.38, -194.587, 430.392, 121.677, 0.327812
211.487, 559.099, 184.264, 481.13, -189.524, 429.164, 123.221, 0.312103
211, 558.065, 183.768, 480.091, -189.308, 427.821, 124.001, 0.293641
211.207, 558.112, 183.98, 480.137, -189.231, 427.906, 123.682, 0.283238
210.849, 559.948, 183.593, 482.932, -199.377, 428.049, 123.376, 0.21202
196.129, 244.282, 169.951, 160.723, 14.118, 61.1393, 163.47, 0.965347
194.398, 245.408, 168.235, 160.792, 24.5373, 68.2551, 166.848, 0.935673
184.783, 278.237, 158.455, 192.067, 18.5051, 113.505, 180.738, 0.929406
193.831, 274.879, 167.571, 189.073, 18.9135, 108.376, 167.126, 0.89829
210.639, 244.607, 184.588, 161.609, 11.0636, 59.0928, 140.795, 0.893084
207.524, 244.673, 181.439, 161.662, 10.4589, 59.088, 145.578, 0.88499
195.205, 242.079, 169.053, 157.759, 23.601, 62.8203, 165.571, 0.800912
210.478, 255.754, 184.398, 171.983, 12.7279, 76.4729, 141.227, 0.72074
210.916, 241.963, 184.883, 158.662, 16.0778, 57.718, 140.791, 0.713354
184.719, 283.91, 158.341, 198.315, 9.02164, 117.143, 180.201, 0.679799
193.821, 287.414, 167.531, 200.813, 19.63, 126.683, 167.106, 0.660783
242.719, 452.347, 216.464, 359.038, 7.905, 343.462, 94.8675, 0.988813
208.773, 419.762, 182.267, 324.607, 30.4387, 309.507, 145.709, 0.521744
206.662, 422.968, 180.138, 327.273, 32.8406, 314.458, 148.925, 0.32395
206.662, 422.968, 180.138, 327.273, 32.8406, 314.458, 148.925, 0.32395
246.237, 533.787, 219.893, 445.68, -73.0895, 424.51, 81.7822, 0.936027
246.543, 540.606, 220.174, 451.19, -64.3679, 435.276, 82.5284, 0.74864
246.552, 541.234, 220.186, 452.246, -68.3405, 435.107, 82.0513, 0.744654
230.964, 531.402, 204.328, 452.159, -159.631, 399.626, 95.3179, -5.87025e-08
230.559, 532.359, 203.909, 453.01, -159.116, 401.03, 96.021, -1.76036e-07
230.826, 532.128, 204.184, 452.974, -160.819, 400.3, 95.4199, -2.27977e-07
178.5, 284.329, 152.095, 198.321, 11.5617, 119.27, 189.729, 0.960054
161.17, 284.857, 134.681, 198.637, 9.21488, 119.822, 215.647, 0.959707
162.548, 282.291, 136.096, 195.797, 13.9942, 118.343, 213.822, 0.915461
162.057, 292.561, 135.564, 205.713, 11.2119, 131.674, 214.194, 0.912431
159.605, 297.376, 133.096, 210.148, 11.5711, 138.772, 217.733, 0.863258
163.063, 298.479, 136.561, 211.269, 11.5719, 140.164, 212.56, 0.838196
175.186, 284.933, 148.767, 198.72, 12.5351, 120.768, 194.756, 0.681471
168.148, 297.348, 141.663, 210.371, 11.1331, 138.121, 204.988, 0.615619
175.077, 283.232, 148.657, 197.208, 11.5609, 117.878, 194.902, 0.607332
184.042, 200.643, 157.926, 118.443, 24.2936, 1.96048, 183.199, 0.900324
175.61, 190.495, 149.676, 104.843, 68.1224, 12.0727, 198.553, 0.887342
179.721, 206.863, 153.552, 124.526, 20.8585, 9.84079, 189.599, 0.862683
177.573, 189.06, 151.632, 103.766, 65.5671, 8.32602, 195.5, 0.756248
171.973, 186.793, 146.034, 101.527, 65.7693, 5.52878, 203.981, 0.726034
178.466, 296.278, 152.049, 209.198, 15.4215, 138.081, 189.795, 0.633567
183.839, 291.865, 157.472, 204.885, 18.3886, 132.938, 181.98, 0.495514
180.799, 293.697, 154.41, 206.567, 18.075, 135.54, 186.489, 0.176442
180.381, 294.426, 153.987, 207.259, 17.9104, 136.516, 187.095, 0.166562
162.323, 211.985, 136.067, 129.109, 19.9619, 18.4241, 216.205, 0.963892
187.076, 213.317, 160.936, 130.682, 21.5467, 19.4054, 178.187, 0.933249
170.083, 202.296, 143.894, 119.81, 23.6174, 5.21208, 204.676, 0.92787
161.425, 214.962, 135.135, 132.269, 15.7263, 20.6681, 217.355, 0.908384
170.222, 210.156, 143.948, 128.394, 10.1403, 9.69197, 203.707, 0.863232
173.666, 243.777, 147.326, 160.19, 9.65221, 59.5837, 197.688, 0.801818
166.312, 201.649, 140.083, 119.602, 18.2723, 1.56303, 210.281, 0.800756
172.544, 204.127, 146.337, 121.988, 18.9275, 5.19126, 200.637, 0.799926
177.078, 253.367, 150.782, 168.274, 20.7294, 79.0769, 192.864, 0.754426
158.258, 186.905, 132.317, 101.515, 64.4594, 6.08229, 224.503, 0.976388
157.888, 188.366, 131.911, 103.349, 59.227, 5.30277, 224.859, 0.956035
206.699, 204.141, 180.745, 121.988, 26.1019, 6.46536, 148.103, 0.944895
158.565, 180.048, 132.69, 94.3383, 72.9075, 0.724524, 224.498, 0.924457
199.38, 192.93, 173.484, 108.189, 61.049, 9.74292, 162.139, 0.839414
203.705, 204.342, 177.697, 123.274, 12.9001, -0.315924, 151.723, 0.756844
208.812, 207.597, 182.846, 126.425, 13.0907, 4.37342, 143.713, 0.752489
199.104, 197.361, 173.171, 113.176, 51.8641, 11.2213, 161.862, 0.741087
162.772, 179.938, 136.922, 93.8185, 78.2621, 3.30308, 218.405, 0.650716
185.125, 238.69, 158.893, 154.949, 17.1538, 55.1532, 180.622, 0.511429
185.038, 239.109, 158.804, 155.34, 17.1663, 55.7863, 180.752, 0.511429
184.335, 234.696, 158.166, 149.805, 32.0757, 57.0739, 182.758, 0.495703
186.973, 242.576, 160.729, 159.005, 13.2447, 58.7692, 177.505, 0.463843
185.14, 243.95, 158.881, 160.267, 13.1978, 60.9017, 180.298, 0.433658
190.958, 148.89, 165.533, 56.3196, 173.714, 12.6252, 182.669, 0.983384
185.733, 136.519, 160.419, 43.6677, 185.122, 2.55768, 190.907, 0.979574
179.453, 135.707, 154.187, 42.9373, 183.959, 1.25993, 199.719, 0.970852
179.578, 143.073, 154.281, 50.0238, 181.135, 9.96372, 199.284, 0.876708
192.662, 148.412, 167.159, 57.8077, 154.231, -0.188845, 178.944, 0.866494
190.695, 138.779, 165.323, 46.2619, 180.783, 2.60091, 183.586, 0.821306
193.155, 144.443, 167.688, 53.3149, 162.696, -0.748245, 178.832, 0.820598
305.667, 557.228, 280.356, 463.329, -13.0956, 469.033, 4.11259, 0.876702
265.875, 529.207, 240.027, 443.906, -89.247, 414.918, 49.9932, 0.600876
264.99, 532.972, 239.06, 445.506, -71.7519, 424.11, 53.8862, 0.574501
264.935, 534.187, 239.002, 446.749, -72.5086, 425.471, 53.9032, 0.533216
265.697, 530.504, 239.914, 448.041, -115.773, 409.96, 46.6141, 0.467449
265.983, 529.784, 240.208, 447.293, -115.146, 409.174, 46.2348, 0.465721
263.57, 528.882, 237.675, 443.903, -92.8566, 413.554, 52.9919, 0.460498
170.731, 246.581, 144.362, 162.921, 8.00713, 63.0807, 202.043, 0.798046
129.349, 268.257, 102.694, 184.363, -12.89, 87.0201, 263.688, 0.711001
161.048, 240.596, 134.687, 156.564, 13.7511, 57.8262, 217.165, 0.621123
166.126, 238.641, 139.766, 155.169, 9.97203, 52.6435, 209.341, 0.559197
163.045, 244.761, 136.654, 160.95, 9.08422, 61.4437, 213.854, 0.328424
129.422, 268.562, 102.814, 184.11, -7.00723, 90.3182, 263.577, 0.313618
170.591, 241.526, 144.26, 157.656, 13.5069, 58.4398, 202.608, 0.273243
168.604, 240.518, 142.268, 156.664, 13.529, 57.0929, 205.66, 0.239595
164.276, 242.88, 137.93, 158.6, 15.7147, 61.9874, 212.275, 0.231491
165.726, 242.326, 139.383, 158.171, 15.027, 60.723, 210.059, 0.226744
163.889, 244.832, 137.503, 161.002, 9.43916, 61.6749, 212.58, 0.0954633
164.205, 242.941, 137.859, 158.645, 15.8256, 62.1387, 212.385, 0.0661683
164.041, 241.045, 137.68, 157.194, 12.1369, 57.4583, 212.544, 0.0601577
236.271, 287.415, 210.405, 201.5, 23.0123, 126.076, 102.972, 0.973033
288.145, 303.049, 263.108, 217.685, 21.8437, 145.383, 23.3138, 0.919222
235.893, 290.481, 210.012, 204.119, 25.7689, 131.785, 103.92, 0.899366
264.954, 312.082, 239.43, 225.062, 27.7411, 161.997, 60.3929, 0.878244
289.933, 290.955, 264.967, 206.116, 23.3595, 128.546, 20.1564, 0.83278
283.58, 286.36, 258.502, 201.667, 22.7323, 121.917, 29.7462, 0.799671
281.498, 286.052, 256.405, 201.896, 16.7503, 118.744, 32.0141, 0.791374
284.546, 286.413, 259.462, 201.214, 28.1917, 124.53, 29.1422, 0.779291
289.566, 287.255, 264.55, 201.531, 34.3949, 128.417, 22.4189, 0.672975
284.926, 287.925, 259.919, 204.221, 11.8522, 118.978, 25.917, 0.667509
284.534, 292.908, 259.457, 207.991, 21.7456, 130.897, 28.4155, 0.588754
290.556, 292.304, 265.584, 207.136, 26.2026, 131.799, 19.7413, 0.579697
287.916, 301.557, 262.898, 216.64, 18.0023, 141.488, 22.9477, 0.579544
291.083, 287.745, 266.163, 203.291, 21.3813, 122.89, 17.844, 0.555587
285.973, 291.167, 260.963, 207.024, 14.9975, 125.135, 24.957, 0.553514
290.462, 286.414, 265.547, 202.285, 18.5382, 119.637, 18.2591, 0.543684
249.938, 504.831, 223.749, 417.532, -66.9171, 389.005, 76.3184, -4.43761e-06
250.178, 504.002, 223.998, 416.8, -67.3596, 387.813, 75.8817, -4.62597e-06
250.031, 504.295, 223.845, 417.022, -66.8937, 388.319, 76.1689, -5.08166e-06
249.341, 505.311, 223.141, 418.191, -68.9414, 389.072, 76.9773, -0.00131988
278.382, 568.145, 252.883, 486.069, -128.171, 456.391, 26.6258, -0.00705616
249.11, 504.184, 222.91, 417.202, -69.7893, 387.378, 77.1923, -0.0089483
277.131, 567.479, 251.598, 485.413, -128.504, 455.425, 28.481, -0.0891648
183.806, 245.59, 157.545, 161.523, 16.0569, 64.875, 182.489, 0.986748
163.438, 253.068, 137.081, 167.922, 18.3582, 78.2962, 213.384, 0.960258
188.447, 243.184, 162.253, 158.52, 25.1108, 65.6696, 175.982, 0.814612
