===========RESULTADOS============
SESION: Thu Sep 15 11:27:15 2016
=================================
u1, v1, u2, v2, x, y, z, obj
194.462, 118.084, 169.035, 29.362, 157.564, -42.6834, 176.771, -3.02958e-06
193.995, 116.215, 168.582, 27.402, 159.906, -43.8841, 177.624, -1.30604e-05
195.377, 115.657, 169.961, 26.8777, 160.178, -44.676, 175.631, -2.36844e-05
196.901, 117.946, 171.469, 29.1815, 158.484, -42.5422, 173.273, -0.00463611
214.637, 617.126, 187.466, 524.855, -82.9578, 524.462, 128.125, -4.82449e-07
214.092, 615.816, 186.916, 523.495, -82.2436, 523.002, 128.967, -3.00243e-06
215.623, 617.138, 188.468, 524.882, -82.7235, 524.553, 126.728, -1.55543e-05
212.925, 617.325, 185.723, 525.119, -84.2131, 524.412, 130.477, -2.95627e-05
212.419, 618.269, 185.208, 525.886, -83.3315, 525.685, 131.286, -0.000624785
175.402, 446.574, 147.758, 370.246, -176.12, 277.234, 182.011, -1.88e-07
174.829, 446.785, 147.173, 370.435, -176.176, 277.521, 182.92, -5.57045e-07
175.179, 446.347, 147.53, 370.047, -176.411, 276.817, 182.357, -6.3099e-07
175.882, 445.151, 148.255, 368.778, -174.865, 275.605, 181.335, -6.84317e-06
175.201, 444.079, 147.565, 367.713, -174.71, 274.129, 182.449, -0.00181862
169.26, 567.146, 141.945, 468.138, -23.199, 475.634, 196.551, -2.74243e-09
169.144, 567.145, 141.829, 468.148, -23.3237, 475.603, 196.705, -6.37522e-09
169.428, 567.022, 142.114, 468.041, -23.3069, 475.467, 196.316, -7.54099e-09
168.891, 568.296, 141.57, 469.259, -23.6322, 476.891, 197.02, -2.32562e-08
169.582, 567.09, 142.259, 468.351, -25.2106, 475.13, 196.01, -1.09551e-07
253.029, 142.173, 227.553, 51.4759, 169.514, -5.44567, 92.4109, 0.976836
312.696, 139.257, 287.499, 46.7536, 199.507, 3.44294, 9.31998, 0.114338
312.696, 139.257, 287.499, 46.7536, 199.507, 3.44294, 9.31998, 0.114338
312.696, 139.257, 287.499, 46.7536, 199.507, 3.44294, 9.31998, 0.0129749
312.696, 139.257, 287.499, 46.7536, 199.507, 3.44294, 9.31998, 0.0129749
207.778, 202.461, 181.707, 126.679, -48.5787, -37.7954, 140.177, -1.03318e-05
207.642, 202.378, 181.569, 126.586, -48.4175, -37.8263, 140.414, -1.08033e-05
206.005, 202.884, 179.905, 127.133, -49.5969, -37.5324, 143.004, -9.81134e-05
205.868, 202.802, 179.767, 127.04, -49.4356, -37.5633, 143.242, -0.000126171
193.155, 250.891, 166.939, 166.832, 14.8066, 71.4482, 168.044, 0.489276
194.992, 250.44, 168.799, 166.194, 17.5352, 72.049, 165.421, 0.449725
197.455, 249.15, 171.283, 165.095, 16.8238, 69.6302, 161.601, 0.415006
195.346, 253.985, 169.136, 169.882, 13.8673, 75.3879, 164.6, 0.34186
215.696, 273.43, 189.497, 198.464, -96.8817, 48.9695, 123.214, -0.0170513
215.304, 274.921, 189.092, 199.905, -97.1725, 51.1849, 123.845, -0.0208947
204.968, 266.259, 178.574, 192.037, -104.924, 34.4389, 140.249, -2.38684
205.363, 264.782, 178.981, 190.609, -104.633, 32.2235, 139.618, -4.92708
208.857, 422.179, 182.277, 330.835, -4.89086, 300.464, 142.612, 0.856716
209.86, 428.676, 183.25, 338.379, -17.4861, 304.693, 140.087, 0.83282
207.543, 439.642, 180.874, 348.841, -19.065, 318.561, 143.381, 0.535759
208.976, 426.171, 182.386, 334.634, -5.13959, 305.602, 142.426, 0.400458
262.686, 213.264, 237.452, 132, 22.0786, 13.7394, 59.4794, 0.344071
263.577, 211.975, 238.357, 130.598, 24.3285, 12.9255, 58.3316, 0.126039
260.673, 209.478, 235.396, 127.645, 30.3966, 12.6744, 63.7301, 0.00396758
260.535, 209.365, 235.255, 127.505, 30.7337, 12.6983, 63.9926, 0.00388224
222.589, 256.674, 196.703, 163.943, 106.592, 124.154, 131.813, -1.87629e-07
222.589, 256.674, 196.703, 163.943, 106.592, 124.154, 131.813, -1.87629e-07
222.589, 256.674, 196.703, 163.943, 106.592, 124.154, 131.813, -1.87629e-07
172.527, 517.394, 144.738, 435.71, -152.271, 381.914, 186.446, 0.478734
172.32, 530.779, 144.41, 450.421, -170.712, 395.06, 185.606, 0.374369
172.077, 521.834, 144.227, 440.92, -161.765, 385.371, 186.586, 0.324261
112.559, 208.088, 87.228, 116.565, 105.242, 62.951, 290.31, -4.3083e-06
112.551, 208.331, 87.2198, 116.79, 105.244, 63.2934, 290.308, -5.539e-06
112.526, 204.663, 87.2018, 113.379, 105.324, 58.188, 290.539, -5.32983
180.276, 314.827, 153.556, 232.914, -49.4018, 135.377, 183.248, -7.49988e-07
180.283, 314.827, 153.562, 232.911, -49.356, 135.398, 183.24, -1.2341e-06
180.268, 313.59, 153.548, 231.787, -49.8999, 133.353, 183.252, -4.15994e-05
278.468, 287.521, 253.335, 203.832, 10.2797, 117.99, 35.801, 0.750384
283.687, 287.759, 258.665, 204.25, 9.57255, 117.723, 27.4837, 0.600151
280.798, 288.962, 255.718, 205.479, 7.92115, 118.861, 31.8253, 0.223255
===========RESULTADOS============
SESION: Thu Sep 15 11:27:21 2016
=================================
u1, v1, u2, v2, x, y, z, obj
151.258, 155.326, 125.917, 65.0674, 138.642, 4.04196, 237.643, 1.75001
194.45, 201.526, 168.422, 118.779, 32.0346, 6.77754, 167.58, 1.61071
279.404, 676.146, 253.578, 589.264, -122.775, 591.502, 30.1224, 1.56826
176.823, 679.949, 148.58, 593.71, -171.19, 584.426, 176.393, 1.11234
268.072, 573.653, 242.29, 492.217, -139.863, 460.709, 41.0576, 0.901887
165.965, 633.54, 137.904, 543.329, -124.934, 535.027, 195.289, 0.899232
238.035, 562.717, 211.358, 455.893, 61.0512, 490.774, 109.513, 0.899128
192.714, 277.387, 166.514, 189.186, 41.8672, 123.055, 170.351, 0.864665
163.796, 491.991, 136.962, 390.708, 30.4727, 399.364, 207.871, 0.836884
197.696, 245.885, 171.53, 162.17, 15.1895, 63.9594, 161.127, 0.807865
210.159, 546.829, 182.929, 469.862, -195.541, 411.264, 124.753, 0.619054
207.038, 424.762, 180.187, 346.391, -134.026, 259.808, 134.613, 0.472954
152.633, 283.524, 126.148, 196.884, 12.3554, 119.846, 228.535, 0.441261
209.117, 204.978, 183.184, 122.745, 26.9578, 8.02002, 144.406, 0.362914
192.821, 321.957, 166.717, 224.511, 102.53, 211.45, 173.999, 0.354103
192.342, 276.695, 166.09, 190.048, 26.2229, 114.583, 169.859, 0.333559
186.884, 173.11, 161.153, 85.3341, 105.45, 7.02718, 184.049, 0.311913
154.083, 238.003, 127.747, 153.471, 19.3633, 57.3702, 227.962, 0.272246
260.563, 266.08, 235.196, 184.535, -5.59998, 79.5989, 60.8684, 0.270054
166.208, 566.074, 137.998, 486.184, -191.331, 436.904, 193.354, 0.265898
183.818, 319.919, 157.579, 226.293, 66.5953, 193.404, 184.493, 0.260223
162.561, 130.291, 137.57, 36.2357, 198.542, 4.36272, 224.088, 0.253432
246.565, 562.755, 219.973, 458.041, 48.275, 488.138, 96.515, 0.248639
231.573, 319.629, 205.558, 234.311, -2.40591, 160.782, 107.915, 0.247027
192.411, 304.074, 165.647, 229.368, -122.289, 86.0173, 159.527, 0.228667
238.192, 545.788, 211.714, 469.123, -187.147, 412.43, 81.1612, 0.224185
209.812, 530.226, 182.63, 453.265, -189.784, 390.14, 125.746, 0.218922
167.349, 373.301, 140.161, 291.87, -89.707, 203.431, 200.233, 0.200835
154.254, 304.767, 127.841, 215.097, 30.357, 157.896, 225.992, 0.18203
259.727, 228.082, 234.368, 144.969, 33.3242, 42.5753, 66.3016, 0.179223
181.245, 214.089, 154.979, 133.281, -1.08633, 8.71066, 185.926, 0.166314
237.813, 554.039, 211.268, 470.508, -125.177, 437.862, 88.8481, 0.152835
168.147, 212.461, 141.969, 128.616, 31.7153, 25.0962, 207.749, 0.14964
254.892, 298.812, 229.277, 213.551, 14.5345, 137.56, 73.5834, 0.147091
246.699, 556.566, 220.084, 448.388, 76.5159, 487.49, 99.6048, 0.146807
191.687, 275.023, 165.36, 190.683, 2.77455, 100.927, 169.295, 0.131844
266.703, 545.04, 240.951, 463.912, -133.157, 424.855, 43.1277, 0.130521
230.753, 264.941, 204.885, 184.283, -22.1475, 71.5477, 106.176, 0.127625
261.828, 236.799, 236.458, 152.629, 40.1423, 59.069, 64.2804, 0.12659
238.333, 559.188, 211.785, 475.342, -124.057, 444.776, 88.2741, 0.12369
165.93, 591.079, 138.471, 492.097, -35.577, 501.131, 200.147, 0.111424
231.162, 258.213, 205.318, 175.404, 5.65334, 75.2717, 108.429, 0.105618
194.222, 203.61, 168.127, 122.505, 11.8393, -1.26152, 166.527, 0.10543
265.741, 558.662, 239.921, 477.005, -133.483, 442.592, 45.0385, 0.10362
164.069, 570.304, 136.47, 476.252, -66.8895, 469.677, 201.811, 0.101699
182.549, 301.904, 155.831, 222.038, -64.13, 109.633, 179.052, 0.0989437
223.703, 303.69, 197.62, 220.081, -13.4957, 133.29, 118.679, 0.097224
239.152, 538.789, 212.724, 462.748, -190.569, 402.127, 79.1096, 0.0903439
234.596, 256.952, 208.802, 173.887, 10.0047, 75.3643, 103.521, 0.0827536
157.216, 129.865, 132.298, 35.7226, 198.954, 4.52584, 231.519, 0.0799406
209.934, 528.809, 182.848, 446.191, -134.208, 402.218, 130.287, 0.0795757
212.722, 257.393, 186.663, 173.406, 14.6034, 79.6878, 137.936, 0.0776202
243.456, 427.79, 217.372, 344.71, -75.2955, 283.574, 83.3784, 0.0763815
202.311, 164.679, 176.624, 77.2446, 110.523, -3.74991, 161.558, 0.0749728
192.043, 276.36, 166.049, 182.068, 102.071, 150.568, 175.388, 0.0712851
151.938, 335.739, 125.238, 247.403, -2.26537, 186.559, 227.57, 0.0697913
213.961, 167.027, 188.309, 78.7255, 120.176, 4.436, 145.051, 0.0678753
272.551, 288.722, 247.278, 204.336, 15.4594, 122.501, 45.9294, 0.0659419
195.124, 194.09, 169.222, 108.707, 66.5002, 14.9074, 168.99, 0.0656403
146.757, 322.615, 120.049, 235.322, -6.33871, 166.785, 235.556, 0.0626483
207.591, 216.636, 181.589, 134.865, 13.9826, 18.7551, 145.722, 0.0594384
164.819, 546.668, 136.863, 462.785, -146.305, 421.832, 197.843, 0.0572751
187.062, 168.069, 161.392, 79.4601, 117.963, 7.00935, 184.603, 0.0558951
266.715, 562.76, 240.782, 475.951, -88.5419, 457.992, 49.9427, 0.0555352
185.475, 222.801, 159.2, 142.056, -6.4463, 18.8105, 178.872, 0.0540547
217.618, 549.893, 190.597, 470.134, -166.561, 422.36, 115.66, 0.0509602
253.82, 259.321, 228.305, 176.001, 15.9618, 80.6574, 74.2334, 0.0478352
167.064, 613.283, 139.149, 522.3, -109.906, 513.234, 194.78, 0.0477139
192.57, 313.478, 166.471, 217.086, 98.2158, 198.421, 174.117, 0.0476154
232.235, 237.237, 206.466, 154.941, 12.6531, 47.4077, 107.158, 0.0454047
217.863, 558.302, 191.083, 450.978, 60.419, 485.206, 136.39, 0.044884
210.51, 166.34, 184.851, 78.1142, 119.251, 3.18029, 150.088, 0.0445856
244.061, 534.075, 217.722, 451.168, -120.985, 412.993, 79.3732, 0.0434706
167.078, 379.291, 140.123, 292.694, -39.9458, 230.957, 202.633, 0.0412944
178.147, 246.498, 151.868, 161.913, 19.8394, 68.5096, 191.311, 0.0412291
192.499, 302.66, 165.948, 221.642, -49.1111, 117.097, 164.338, 0.0405225
196.364, 213.535, 170.226, 133.062, -1.39064, 6.52389, 162.171, 0.0405079
130.738, 138.269, 106.206, 43.1524, 197.927, 18.0708, 267.584, 0.0384729
217.562, 582.486, 190.598, 485.665, -30.8854, 493.367, 128.504, 0.0328115
238.649, 178.064, 213.077, 90.7803, 106.166, 10.2933, 106.776, 0.0321852
215.976, 539.91, 189.018, 453.807, -104.306, 424.162, 123.817, 0.0312593
262.606, 192.983, 237.331, 109.409, 60.5252, 4.26403, 64.3754, 0.0311607
284.527, 674.601, 258.858, 588.081, -123.15, 589.859, 22.4113, 0.0305976
223.231, 278.242, 197.301, 182.102, 125.126, 162.572, 132.957, 0.0291055
164.451, 413.337, 137.416, 324.37, -35.8537, 278.618, 205.946, 0.0290113
193.398, 197.578, 167.355, 115.563, 26.0871, -2.4676, 168.831, 0.0284867
233.77, 316.755, 207.806, 235.851, -46.8244, 136.951, 99.584, 0.0283669
162.539, 488.202, 135.254, 396.109, -45.8078, 372.963, 206.641, 0.0257854
169.148, 368.502, 142.13, 284.616, -60.9917, 207.77, 198.822, 0.0257834
165.75, 529.519, 138.112, 440.963, -95.712, 412.163, 199.002, 0.0245997
206.271, 434.829, 179.359, 356.927, -143.623, 270.891, 135.053, 0.0244266
166.295, 605.235, 138.367, 515.163, -114.618, 502.52, 195.834, 0.024352
244.517, 539.849, 218.163, 455.891, -113.353, 422.405, 79.7047, 0.0240006
169.056, 634.667, 141.09, 543.154, -113.366, 538.462, 191.36, 0.0232776
173.825, 650.052, 146.172, 550.417, -53.513, 566.403, 187.403, 0.023011
244.43, 453.654, 218.316, 371.901, -99.3999, 311.233, 79.5732, 0.0229649
192.73, 263.178, 166.261, 184.931, -58.1054, 53.4761, 163.674, 0.0228579
199.978, 150.034, 174.491, 57.8985, 169.919, 11.1134, 169.531, 0.0224668
211.339, 546.571, 184.152, 468.748, -186.549, 413.075, 123.666, 0.0212094
118.834, 476.421, 91.1183, 387.233, -80.7483, 347.503, 269.678, 0.0203453
159.059, 137.423, 134.026, 43.8143, 187.946, 8.08753, 228.434, 0.990066
151.448, 171.304, 126.356, 76.1838, 175.506, 48.5515, 237.686, 0.985329
158.468, 140.174, 133.385, 47.0782, 180.56, 7.43098, 228.965, 0.984994
161.199, 156.83, 135.742, 67.1317, 133.299, 2.10549, 223.173, 0.984802
159.284, 162.778, 133.729, 74.0529, 118.244, 1.88418, 225.308, 0.984342
150.359, 187.096, 124.747, 97.4045, 108.925, 32.3705, 237.258, 0.980074
151.971, 145.859, 126.652, 56.1706, 140.017, -8.87877, 236.957, 0.977226
158.872, 144.646, 133.245, 58.7722, 100.727, -35.5058, 225.896, 0.976733
151.472, 171.405, 126.032, 80.8607, 129.539, 21.7064, 236.619, 0.970804
157.855, 166.882, 132.317, 77.6225, 120.601, 9.37507, 227.335, 0.966632
157.306, 156.57, 131.876, 66.8237, 133.343, 2.10119, 228.792, 0.964812
177.879, 137.158, 152.571, 45.2552, 173.777, -2.90255, 201.403, 0.961712
129.963, 147.399, 105.04, 55.5164, 158.106, 6.42461, 268.299, 0.961153
174.524, 136.256, 149.327, 42.9109, 188.578, 5.39971, 206.873, 0.951376
133.925, 119.796, 109.235, 27.5657, 184.32, -16.8446, 263.97, 0.935873
152.934, 142.191, 127.753, 50.9589, 159.11, -2.48717, 236.134, 0.904287
135.161, 119.425, 110.015, 31.8264, 135.667, -48.7676, 262.101, 0.89975
152.34, 167.057, 127.078, 74.4882, 153.619, 29.6425, 236.074, 0.891488
150.864, 145.393, 125.892, 51.4019, 184.256, 17.7612, 239.496, 0.886721
150.516, 135.187, 125.625, 41.2468, 191.727, 8.09079, 240.459, 0.881744
151.383, 143.158, 126.443, 48.9111, 188.625, 17.2733, 238.941, 0.88012
160.247, 150.124, 135.171, 55.6075, 187.267, 25.4025, 226.425, 0.879413
150.13, 141.311, 125.006, 49.7697, 162.542, -1.36512, 240.205, 0.875691
136.973, 114.877, 111.955, 26.1606, 151.741, -45.2951, 259.757, 0.871865
171.273, 133.272, 146.12, 40.0197, 189.472, 2.03343, 211.527, 0.871413
151.33, 154.828, 125.928, 65.4158, 130.153, -1.8167, 237.37, 0.869185
167.843, 165.719, 142.234, 76.9989, 117.494, 4.97555, 212.746, 0.868572
185.126, 130.766, 159.848, 37.9435, 189.171, -3.03706, 192.069, 0.868041
147.259, 179.066, 122.183, 83.5707, 172.545, 57.8677, 243.161, 0.865631
147.495, 191.542, 121.969, 100.531, 118.761, 44.525, 241.421, 0.865364
145.012, 183.05, 119.744, 89.8587, 146.561, 48.595, 245.708, 0.863586
132.714, 152.936, 108.023, 57.757, 187.198, 31.663, 264.259, 0.859894
173.492, 162.818, 147.89, 73.9799, 121.86, 2.85229, 204.755, 0.850561
131.386, 124.519, 106.333, 35.884, 142.313, -36.6231, 267.318, 0.848902
153.425, 137.764, 128.352, 45.4826, 173.405, 0.0163087, 235.915, 0.845765
153.253, 160.641, 127.785, 71.3759, 124.537, 3.06967, 234.282, 0.829958
145.108, 178.853, 119.813, 86.3852, 142.479, 40.3461, 245.656, 0.811667
155.286, 139.137, 130.137, 47.4937, 166.09, -2.7519, 233.07, 0.80433
157.223, 148.207, 131.945, 57.1767, 153.07, 2.04089, 229.708, 0.803913
135.135, 118.921, 110.141, 29.7732, 152.864, -38.4493, 262.218, 0.801866
132.8, 126.006, 108.147, 32.9775, 187.263, -6.02666, 265.272, 0.798838
180.759, 134.528, 155.471, 42.1433, 181.162, -2.30481, 197.743, 0.795952
154.089, 138.919, 128.926, 47.6341, 162.377, -5.26482, 234.677, 0.794692
174.548, 165.988, 148.915, 77.3144, 117.971, 5.06659, 202.972, 0.784102
158.485, 147.165, 133.443, 52.7598, 188.179, 21.9769, 228.975, 0.774472
148.372, 136.489, 123.48, 42.7689, 188.174, 7.89811, 243.318, 0.766284
161.385, 145.593, 136.197, 53.0173, 171.554, 9.28027, 224.45, 0.763851
163.25, 136.4, 138.184, 42.7057, 190.243, 7.69328, 222.696, 0.763093
149.396, 193.131, 123.95, 100.745, 131.864, 54.0199, 238.924, 0.753008
135.058, 119.144, 109.994, 30.7223, 144.843, -43.2734, 262.292, 0.751393
154.38, 157.563, 128.946, 68.0453, 129.699, 1.60297, 232.878, 0.741666
156.119, 136.531, 131.152, 42.5581, 191.84, 9.53546, 232.656, 0.721859
129.406, 123.752, 104.351, 35.3982, 139.593, -39.2865, 270.196, 0.717781
130.041, 151.709, 105.327, 57.2911, 180.252, 25.9774, 267.975, 0.703646
128.755, 113.861, 103.825, 25.2452, 150.305, -46.8815, 271.551, 0.701928
132.559, 109.134, 107.79, 18.8913, 172.108, -39.9819, 266.327, 0.698673
130.139, 149.439, 104.62, 63.4307, 93.875, -29.829, 268.031, 0.695375
168.949, 136.039, 143.779, 43.1256, 183.545, 2.45643, 214.481, 0.694968
144.386, 195.58, 118.894, 104.026, 120.757, 51.6015, 245.746, 0.693252
129.557, 120.347, 104.62, 31.1272, 151.682, -36.5634, 270.104, 0.687167
133.501, 117.714, 108.509, 28.8425, 150.634, -41.489, 264.598, 0.681242
158.797, 151.114, 133.518, 59.62, 155.88, 7.78349, 227.471, 0.679528
178.081, 163.77, 152.481, 74.5159, 126.335, 6.50662, 198.266, 0.677586
179.569, 164.359, 153.967, 75.0007, 127.257, 7.7829, 196.138, 0.676546
133.288, 109.011, 108.449, 19.4025, 165.558, -44.5223, 265.298, 0.669565
187.981, 135.799, 162.654, 42.9667, 185.828, 1.76397, 187.779, 0.668731
176.626, 137.46, 151.379, 44.5627, 183.465, 3.7112, 203.651, 0.664382
167.194, 137.35, 142.077, 43.7127, 189.536, 8.22791, 217.148, 0.663456
175.641, 131.782, 150.405, 39.4797, 181.668, -5.42903, 205.052, 0.658355
132.768, 120.728, 107.881, 30.5934, 161.572, -29.9867, 265.52, 0.656933
152.211, 149.478, 127.253, 54.6884, 189.176, 26.3711, 237.612, 0.645137
185.908, 163.487, 160.289, 74.2665, 127.538, 6.12556, 186.923, 0.63923
160.359, 144.337, 135.265, 50.6826, 183.212, 14.7812, 226.293, 0.638781
157.641, 162.309, 132.154, 72.7843, 126.768, 6.43645, 227.955, 0.638304
171.688, 165.969, 146.063, 77.2993, 117.451, 4.97984, 207.127, 0.637861
160.176, 147.112, 134.942, 55.229, 163.151, 6.38737, 225.847, 0.637838
152.958, 142.53, 127.933, 49.2115, 180.105, 10.9825, 236.58, 0.63623
149.119, 195.864, 123.572, 104.574, 118.762, 50.5245, 238.956, 0.635688
130.457, 118.266, 105.381, 30.5159, 137.567, -48.7853, 268.941, 0.633571
157.053, 150.269, 131.8, 58.7011, 156.995, 7.41029, 230.001, 0.632244
185.977, 137.957, 160.604, 46.2281, 172.639, -3.23025, 189.803, 0.631127
185.887, 188.669, 159.929, 104.398, 56.1019, 1.6556, 182.39, 0.990054
185.247, 195.343, 159.076, 115.236, 3.72531, -17.8061, 180.183, 0.989649
226.637, 178.601, 200.978, 94.4395, 69.4399, -9.32732, 121.037, 0.989176
184.069, 221.224, 157.801, 140.176, -2.2734, 18.7452, 181.341, 0.988707
217.614, 183.457, 191.88, 98.0205, 78.5936, 4.08514, 135.826, 0.98818
192.716, 232.237, 166.526, 149.778, 8.68617, 40.5855, 168.448, 0.987347
192.715, 229.264, 166.656, 143.4, 47.9026, 56.8385, 171.115, 0.986938
207.996, 204.421, 182.059, 121.993, 29.3076, 8.56702, 146.349, 0.986489
222.88, 184.479, 197.177, 99.2192, 76.9716, 4.23104, 127.648, 0.98618
193.771, 232.015, 167.691, 146.567, 41.8727, 57.6191, 169.087, 0.986034
192.237, 227.162, 166.109, 143.462, 25.6053, 41.9621, 170.363, 0.980427
191.929, 225.399, 165.857, 140.281, 42.1909, 48.1857, 171.955, 0.980421
194.143, 220.067, 167.975, 138.954, 1.40166, 18.2011, 165.817, 0.978391
222.604, 227.793, 196.745, 144.689, 25.2329, 40.5273, 123.394, 0.976782
221.722, 225.944, 195.851, 143.856, 14.8394, 32.2736, 123.722, 0.976553
222.703, 237.031, 196.814, 154.082, 17.8757, 50.4869, 122.611, 0.976359
194.196, 224.449, 167.995, 143.757, -6.18208, 20.8186, 165.18, 0.974864
194.374, 237.4, 168.131, 156.307, -9.58271, 38.7052, 164.576, 0.973069
214.069, 184.408, 188.306, 99.1807, 74.9867, 3.72799, 140.899, 0.970643
218.272, 190.5, 192.507, 106.109, 62.4813, 5.34618, 133.351, 0.95723
221.326, 222.394, 195.454, 141.235, 6.39766, 22.3918, 123.478, 0.956144
213.401, 215.458, 187.464, 133.807, 14.5973, 16.8507, 136.667, 0.955809
220.871, 182.875, 195.162, 97.2857, 81.2747, 4.48793, 131.12, 0.955249
222.921, 212.717, 197.101, 131.542, 12.8971, 10.9973, 121.495, 0.949354
220.649, 216.445, 194.795, 134.475, 19.1494, 20.27, 125.729, 0.94646
199.063, 211.043, 172.975, 130.137, 5.78135, 6.40763, 158.457, 0.941208
201.702, 203.723, 175.705, 121.538, 25.7157, 6.01602, 155.858, 0.940633
162.237, 201.978, 136.077, 118.537, 33.0535, 10.5939, 217.06, 0.937885
183.019, 229.205, 156.661, 149.144, -18.9274, 22.1436, 181.919, 0.930142
224.189, 220.643, 198.358, 139.806, 4.40819, 18.429, 118.731, 0.926544
222.681, 236.059, 196.78, 155.302, -6.14561, 36.4754, 120.243, 0.917013
191.4, 230.043, 165.127, 149.862, -16.1887, 24.2617, 168.865, 0.904694
182.769, 193.948, 156.843, 108.075, 69.5324, 17.4083, 187.818, 0.898522
225.778, 197.861, 200.054, 113.116, 63.027, 16.0907, 121.954, 0.89691
220.915, 186.558, 195.184, 102.07, 66.691, 1.59871, 129.662, 0.894894
221.713, 235.101, 195.813, 152.91, 10.4073, 43.7545, 123.396, 0.894258
221.92, 233.044, 196.027, 151.115, 8.75875, 39.7718, 122.888, 0.894071
187.276, 193.779, 161.298, 109.525, 52.7012, 7.28035, 180.009, 0.887694
185.561, 197.582, 159.601, 112.265, 61.5231, 18.0652, 183.1, 0.878473
229.505, 185.725, 203.85, 100.936, 72.217, 2.79521, 117.023, 0.877277
220.047, 235.78, 194.108, 155.341, -10.2095, 34.1119, 124.019, 0.875221
220.994, 201.496, 195.233, 114.954, 79.1909, 30.946, 130.915, 0.871273
195.904, 228.601, 169.717, 147.471, -3.3675, 28.5125, 162.668, 0.870574
225.163, 218.375, 199.359, 135.972, 23.8111, 25.3825, 119.144, 0.843856
220.052, 213.345, 194.193, 132.276, 10.6806, 10.9718, 125.815, 0.842136
216.411, 203.711, 190.546, 122.331, 19.5378, 1.37668, 132.312, 0.841274
225.976, 194.245, 200.263, 110.129, 58.4814, 8.07141, 121.131, 0.834724
219.624, 200.244, 193.809, 118.635, 25.0336, -1.13447, 127.751, 0.831268
223.658, 237.416, 197.772, 155.754, 3.51614, 43.5096, 119.683, 0.827394
162.775, 188.664, 136.798, 103.656, 59.858, 5.70396, 217.531, 0.824547
189.334, 230.423, 163.057, 149.75, -11.2119, 27.6149, 172.436, 0.818751
165.136, 201.327, 138.996, 117.781, 35.27, 10.6193, 212.741, 0.812284
189.127, 233.765, 162.905, 151.151, 8.65668, 43.1132, 173.992, 0.812092
191.397, 225.511, 165.161, 144.863, -7.96381, 21.6976, 169.452, 0.800504
198.392, 173.228, 172.482, 91.647, 38.2965, -33.2786, 162.058, 0.793849
183.429, 194.859, 157.462, 109.828, 59.8178, 13.2261, 186.26, 0.789353
212.302, 178.634, 186.531, 94.4442, 67.0453, -9.41722, 142.861, 0.787309
185.219, 231.653, 158.97, 149.189, 7.44668, 39.5871, 179.988, 0.785698
192.758, 231.087, 166.536, 149.72, -2.90819, 32.7523, 167.61, 0.781796
192.689, 233.124, 166.534, 149.52, 20.8407, 48.2915, 169.301, 0.7803
225.725, 190.902, 200.017, 107.445, 53.2611, 0.0673676, 120.936, 0.763977
218.572, 227.028, 192.652, 145.61, 5.9097, 29.3917, 127.817, 0.759253
190.809, 234.583, 164.536, 153.675, -10.7575, 34.073, 170.111, 0.757968
174.581, 210.856, 148.342, 128.854, 13.3385, 12.1654, 197.093, 0.756056
196.006, 175.754, 170.173, 90.9296, 73.0571, -8.82562, 168.222, 0.755206
224.167, 218.7, 198.345, 137.153, 13.7059, 20.4824, 119.684, 0.754998
224.089, 201.24, 198.348, 115.098, 75.6731, 28.3561, 125.869, 0.754925
192.487, 225.605, 166.4, 140.988, 36.7206, 45.5377, 170.738, 0.753844
191.85, 220.767, 165.67, 139.302, 4.49628, 21.102, 169.607, 0.749028
226.712, 193.192, 201.009, 108.744, 62.9886, 8.98336, 120.451, 0.746471
191.173, 220.71, 164.957, 140.052, -4.90058, 16.0177, 170.048, 0.743631
185.145, 235.041, 158.861, 152.995, 0.592703, 41.0904, 179.653, 0.743333
218.849, 229.379, 192.922, 148.266, 1.07415, 30.3812, 126.94, 0.739555
219.004, 200.1, 193.207, 116.048, 52.5627, 14.1214, 131.362, 0.738393
267.56, 676.214, 241.39, 588.338, -119.546, 591.431, 48.064, 0.994691
247.318, 674.744, 220.646, 586.774, -126.417, 587.756, 76.8714, 0.992316
258.347, 677.919, 231.936, 589.875, -122.447, 592.611, 61.261, 0.970151
296.779, 675.842, 271.415, 588.303, -110.409, 593.664, 6.34798, 0.945637
244.689, 674.908, 217.949, 586.444, -123.529, 588.217, 81.0669, 0.940308
301.588, 680.34, 276.349, 592.65, -108.711, 599.462, -0.259824, 0.928975
300.449, 671.681, 275.258, 585.497, -118.522, 587.779, -0.654582, 0.89752
316.822, 672.004, 292.076, 584.91, -104.727, 590.855, -22.5713, 0.870356
317.337, 672.455, 292.576, 584.848, -100.58, 591.983, -22.5443, 0.869975
306.471, 686.517, 281.708, 605.728, -164.93, 599.93, -16.946, 0.852021
258.809, 670.502, 232.441, 583.201, -125.821, 583.335, 59.9418, 0.851496
294.384, 679.924, 268.939, 592.222, -111.375, 598.257, 9.91532, 0.802852
307.303, 678.689, 282.263, 591.613, -110.79, 597.519, -9.1611, 0.79848
247.37, 677.925, 220.683, 589.096, -120.537, 592.331, 77.5641, 0.775192
317.741, 676.893, 292.96, 588.808, -98.0434, 597.599, -22.4184, 0.772351
247.251, 677.222, 220.554, 587.589, -113.907, 592.387, 78.5139, 0.760136
257.39, 680.958, 230.944, 592.629, -121.553, 596.284, 62.8599, 0.757843
